Trap,Route,Site,Date,DOY,Sunset,Time,After,SQM,Temperature,Wet_Bulb_Temp,Relative_Humidity,Barometric_Pressure,Altitude,Station_Pressure,Heat_Index,Dew_Point,Humidity_Ratio,Density_Altitude,Relative_Air_Density,Air_Flow,Air_Speed,Evaporation_Rate,Wind_Chill,Delta_T,Air_Density
S22,1,2,Jun-25,175,8:25:00pm,8:30:00pm,5,10.38,26,22,70.9,1003,26,1010.1,27.5,20.3,15.02,513,95.1,1,1.2,0,25.9,4,1.165
S22,1,2,Jun-25,175,8:25:00pm,8:45:00pm,20,12.52,25.7,22.1,73.3,1003.2,24,1010.2,27.3,20.6,15.26,502,95.2,1,0,0,25.7,3.6,1.167
S22,1,2,Jun-25,175,8:25:00pm,9:00:00pm,35,15.05,25.9,22,71.4,1003.5,23,1010.5,27.3,20.3,15.02,505,95.2,0,0,0,25.8,3.9,1.166
S22,1,2,Jun-25,175,8:25:00pm,9:15:00pm,50,16.58,25.1,21.6,73.6,1003.7,21,1010.8,26.3,20.1,14.81,476,95.5,2,1.4,0,25.1,3.5,1.169
S22,1,2,Jun-25,175,8:25:00pm,9:30:00pm,65,17.03,25.3,21.6,73.2,1003.7,21,1010.7,26.4,20.1,14.86,480,95.4,1,1.3,0,25.2,3.7,1.169
S22,1,2,Jun-25,175,8:25:00pm,9:45:00pm,80,17.14,24.9,21.9,77.4,1003.7,21,1010.8,25.9,20.6,15.34,468,95.5,1,1.3,0,24.8,3,1.17
S22,1,2,Jun-25,175,8:25:00pm,10:00:00pm,95,20,24.7,21.8,78.2,1003.7,21,1010.8,25.7,20.6,15.32,462,95.6,0,0,0,24.6,2.9,1.171
S22,1,2,Jun-25,175,8:25:00pm,10:15:00pm,110,18.23,24.8,21.9,77.7,1003.9,19,1010.9,25.9,20.7,15.37,466,95.5,0,0,0,24.8,2.9,1.171
S22,1,2,Jun-25,175,8:25:00pm,10:30:00pm,125,19.22,24.9,22.3,79.6,1003.9,19,1010.9,26.4,21.2,15.84,473,95.5,0,0,0,24.9,2.6,1.17
S22,1,2,Jul-02,182,8:24:00pm,8:29:00pm,5,10.59,,,,,,,,,,,,,,,,,
S22,1,2,Jul-02,182,8:24:00pm,8:44:00pm,20,13.29,,,,,,,,,,,,,,,,,
S22,1,2,Jul-02,182,8:24:00pm,8:59:00pm,35,16.41,,,,,,,,,,,,,,,,,
S22,1,2,Jul-02,182,8:24:00pm,9:14:00pm,50,17.98,,,,,,,,,,,,,,,,,
S22,1,2,Jul-02,182,8:24:00pm,9:29:00pm,65,18.58,,,,,,,,,,,,,,,,,
S22,1,2,Jul-02,182,8:24:00pm,9:44:00pm,80,18.58,,,,,,,,,,,,,,,,,
S22,1,2,Jul-02,182,8:24:00pm,9:59:00pm,95,18.76,,,,,,,,,,,,,,,,,
S22,1,2,Jul-02,182,8:24:00pm,10:14:00pm,110,18.88,,,,,,,,,,,,,,,,,
S22,1,2,Jul-02,182,8:24:00pm,10:29:00pm,125,18.56,,,,,,,,,,,,,,,,,
S23,1,2,Jun-11,161,8:21:00pm,8:31:00pm,10,11.38,22.2,18.6,70.9,1009.5,29,1009.5,22.6,16.7,11.94,369,96.5,2,1.5,0.04,22.2,3.6,1.182
S23,1,2,Jun-11,161,8:21:00pm,8:46:00pm,25,13.94,21.2,18,73.2,1009.6,28,1009.6,21.6,16.3,11.61,332,96.8,0,0,0.03,21.2,3.2,
S23,1,2,Jun-11,161,8:21:00pm,9:01:00pm,40,16.59,21.6,18.9,77.6,1010.1,24,1010.1,22.1,17.5,12.56,344,96.7,0,0,0.02,21.5,2.7,1.185
S23,1,2,Jun-11,161,8:21:00pm,9:16:00pm,55,18.36,21.5,17.4,67.4,1009.9,26,1009.9,21.8,15.2,10.83,333,96.8,0,0,0.04,21.5,4.1,1.186
S23,1,2,Jun-11,161,8:21:00pm,9:31:00pm,70,18.49,21.6,17.6,68,1009.9,25,1009.9,21.8,15.4,10.97,336,96.8,0,0,0.04,21.5,4,1.185
S23,1,2,Jun-11,161,8:21:00pm,9:46:00pm,85,18.99,20.9,17.7,73.9,1010.1,24,1010.1,21,16,11.43,312,97,0,0,0.04,20.8,3.2,1.188
S23,1,2,Jun-11,161,8:21:00pm,10:01:00pm,100,19.11,21.2,17.4,69.7,1010.2,24,1010.2,21.3,15.4,10.97,320,96.9,0,0,0.04,21.1,3.8,1.187
S23,1,2,Jun-11,161,8:21:00pm,10:16:00pm,115,19.12,20.6,17.2,71.7,1010.1,24,1010.1,20.7,15.3,10.92,301,97.1,0,0,0.04,20.6,3.4,1.189
S23,1,2,Jun-11,161,8:21:00pm,10:31:00pm,130,18.53,20.8,17.6,73.7,1010.2,23,1010.2,20.9,15.9,11.35,309,97,2,1.8,0.06,20.7,3.2,1.189
S23,1,2,Jun-18,168,8:23:00pm,8:33:00pm,10,11.21,23.1,21.5,86.5,999.2,60,1006.1,24.4,20.8,15.55,459,95.6,0,0,0,23.1,1.6,1.171
S23,1,2,Jun-18,168,8:23:00pm,8:48:00pm,25,14.11,23.1,21.3,85.8,999.2,59,1006.2,24.2,20.6,15.36,454,95.7,0,0,0,23,1.8,1.172
S23,1,2,Jun-18,168,8:23:00pm,9:03:00pm,40,16.72,22.9,21.3,87.1,999.5,57,1006.4,24,20.6,15.37,444,95.8,1,1.2,0,22.8,1.6,1.173
S23,1,2,Jun-18,168,8:23:00pm,9:18:00pm,55,18.9,22.6,20.8,85.1,999.5,56,1006.5,23.7,20,14.8,432,95.9,0,0,0,22.6,1.8,1.174
S23,1,2,Jun-18,168,8:23:00pm,9:33:00pm,70,18.87,22.7,21.4,89,999.7,54,1006.7,24,20.8,15.55,436,95.8,0,0,0,22.7,1.3,1.174
S23,1,2,Jun-18,168,8:23:00pm,9:48:00pm,85,19.1,,,,,,,,,,,,,,,,,
S23,1,2,Jun-18,168,8:23:00pm,10:03:00pm,100,19.45,21.7,20.4,89.2,999.9,54,1006.8,22.6,19.9,14.68,396,96.2,0,0,0,21.7,1.3,1.179
S23,1,2,Jun-18,168,8:23:00pm,10:18:00pm,115,18.31,21.9,20.4,87.9,999.7,55,1006.7,22.9,19.8,14.64,405,96.1,1,1.1,0,21.9,1.5,1.178
S23,1,2,Jun-18,168,8:23:00pm,10:33:00pm,130,18.03,21.6,20.2,87.7,999.5,57,1006.4,22.5,19.5,14.34,395,96.2,0,0,0,21.6,1.4,1.179
S23,1,2,Jun-25,175,8:25:00pm,8:25:00pm,0,10.59,25.9,22,71.6,1002.9,28,1009.9,27.5,20.4,15.1,513,95.1,0,0,0,25.9,3.9,1.165
S23,1,2,Jun-25,175,8:25:00pm,8:40:00pm,15,13.15,25.7,21.6,70.4,1003,27,1010,27,19.9,14.69,502,95.2,1,1.3,0,25.7,4.1,1.166
S23,1,2,Jun-25,175,8:25:00pm,8:55:00pm,30,15.79,25.5,21.8,72.2,1003.2,24,1010.3,26.9,20.1,14.88,493,95.3,0,0,0,25.5,3.7,1.168
S23,1,2,Jun-25,175,8:25:00pm,9:10:00pm,45,17.97,25.2,21.4,72.2,1003.2,24,1010.3,26.3,19.8,14.58,480,95.4,1,1.2,0,25.2,3.8,1.169
S23,1,2,Jun-25,175,8:25:00pm,9:25:00pm,60,19.08,24.8,21.3,73.4,1003.5,23,1010.5,25.6,19.8,14.51,465,95.6,0,0,0,24.8,3.5,1.171
S23,1,2,Jun-25,175,8:25:00pm,9:40:00pm,75,19.05,24.9,21.5,74.1,1003.5,23,1010.6,25.7,19.9,14.69,467,95.5,0,0,0,24.8,3.4,1.17
S23,1,2,Jun-25,175,8:25:00pm,9:55:00pm,90,20.02,24.7,21.6,76.7,1003.7,21,1010.7,25.6,20.3,15.02,461,95.6,2,1.5,0,24.6,3.1,1.171
S23,1,2,Jun-25,175,8:25:00pm,10:10:00pm,105,19.19,24.6,21.7,77.6,1003.7,21,1010.8,25.5,20.4,15.11,457,95.6,0,0,0,24.5,2.9,1.172
S23,1,2,Jun-25,175,8:25:00pm,10:25:00pm,120,18.7,24.6,21.4,76,1003.7,21,1010.7,25.5,20.1,14.83,457,95.6,0,0,0,24.6,3.2,1.172
S23,1,2,Jul-02,182,8:24:00pm,8:24:00pm,0,10.09,,,,,,,,,,,,,,,,,
S23,1,2,Jul-02,182,8:24:00pm,8:39:00pm,15,12.4,,,,,,,,,,,,,,,,,
S23,1,2,Jul-02,182,8:24:00pm,8:54:00pm,30,14.95,,,,,,,,,,,,,,,,,
S23,1,2,Jul-02,182,8:24:00pm,9:09:00pm,45,17.84,,,,,,,,,,,,,,,,,
S23,1,2,Jul-02,182,8:24:00pm,9:24:00pm,60,16.95,,,,,,,,,,,,,,,,,
S23,1,2,Jul-02,182,8:24:00pm,9:39:00pm,75,19.19,,,,,,,,,,,,,,,,,
S23,1,2,Jul-02,182,8:24:00pm,9:54:00pm,90,18.78,,,,,,,,,,,,,,,,,
S23,1,2,Jul-02,182,8:24:00pm,10:09:00pm,105,18.76,,,,,,,,,,,,,,,,,
S23,1,2,Jul-02,182,8:24:00pm,10:24:00pm,120,19.78,,,,,,,,,,,,,,,,,
S31,1,3,Jun-11,161,8:21:00pm,8:21:00pm,0,7.81,26.3,20.1,56.8,1012.6,3,1012.6,26.8,17.1,12.17,480,95.4,0,0,0.03,26.3,6.2,1.169
S31,1,3,Jun-11,161,8:21:00pm,8:36:00pm,15,9.65,20.8,17.6,73.2,1013.3,1,1013.3,21,15.8,11.25,277,97.3,0,0,0.04,20.8,3.2,1.192
S31,1,3,Jun-11,161,8:21:00pm,8:51:00pm,30,12.47,21.5,17.6,69,1013.3,2,1013.3,21.6,15.5,11.03,299,97.1,0,0,0.04,21.4,3.9,1.19
S31,1,3,Jun-11,161,8:21:00pm,9:06:00pm,45,14.84,19.4,16.8,77.5,1013.8,6,1013.8,19.4,15.4,10.9,220,97.9,0,0,0.04,19.4,2.6,1.199
S31,1,3,Jun-11,161,8:21:00pm,9:21:00pm,60,17.22,18.8,16.8,82,1013.7,5,1013.7,18.8,15.7,11.13,202,98,0,0,0.04,18.8,2,1.201
S31,1,3,Jun-11,161,8:21:00pm,9:36:00pm,75,18.49,18.6,16.6,82.1,1013.9,7,1013.9,18.5,15.5,11,192,98.1,0,0,0.04,18.6,2,1.202
S31,1,3,Jun-11,161,8:21:00pm,9:51:00pm,90,18.87,18.5,16.7,83.7,1013.8,6,1013.8,18.4,15.7,11.1,188,98.2,0,0,0.04,18.4,1.8,1.203
S31,1,3,Jun-11,161,8:21:00pm,10:06:00pm,105,18.79,18.4,16.4,81.5,1013.9,7,1013.9,18.3,15.2,10.79,184,98.2,2,1.4,0.06,18.4,2,1.203
S31,1,3,Jun-11,161,8:21:00pm,10:21:00pm,120,18.67,18.2,16.6,85.6,1013.9,6,1013.9,18.1,15.7,11.14,177,98.3,1,1.2,0.05,18.1,1.6,1.204
S31,1,3,Jun-18,168,8:23:00pm,8:23:00pm,0,7.72,25.3,22.6,79.5,1010,24,1010,27,21.5,16.18,496,95.3,0,0,0,25.2,2.7,1.167
S31,1,3,Jun-18,168,8:23:00pm,8:38:00pm,15,9.71,22.3,20.9,88.5,1009.9,26,1009.9,23.3,20.3,15,385,96.3,2,1.6,0,22.2,1.4,1.18
S31,1,3,Jun-18,168,8:23:00pm,8:53:00pm,30,11.96,21.7,20.5,90,1010.1,24,1010.1,22.7,20,14.74,362,96.5,0,0,0,21.7,1.2,1.182
S31,1,3,Jun-18,168,8:23:00pm,9:08:00pm,45,15.13,21.8,20.6,89.9,1010.4,21,1010.4,22.6,20,14.76,361,96.5,0,0,0,21.7,1.2,1.183
S31,1,3,Jun-18,168,8:23:00pm,9:23:00pm,60,17.13,21.4,20.7,94.1,1010.7,19,1010.7,22.3,20.4,15.11,347,96.7,0,0,0,21.3,0.7,1.184
S31,1,3,Jun-18,168,8:23:00pm,9:38:00pm,75,18.64,21.4,20.3,90.6,1010.7,19,1010.7,22.3,19.8,14.58,346,96.7,0,0,0,21.4,1.1,1.184
S31,1,3,Jun-18,168,8:23:00pm,9:53:00pm,90,19.3,21.2,20.2,91.7,1010.4,21,1010.4,22.1,19.8,14.57,342,96.7,0,0,0,21.2,1,1.185
S31,1,3,Jun-18,168,8:23:00pm,10:08:00pm,105,19.72,21.3,20.3,91.2,1010.5,20,1010.5,22.2,19.8,14.57,343,96.7,1,1.3,0,21.3,1,1.185
S31,1,3,Jun-18,168,8:23:00pm,10:23:00pm,120,19.62,21.2,20.3,92.1,1010.5,21,1010.5,22.1,19.9,14.63,341,96.7,0,0,0,21.2,0.9,1.185
S31,1,3,Jun-25,175,8:25:00pm,8:35:00pm,10,8.73,25.5,22.6,78.1,1013.5,3,1013.5,27.4,21.4,16.06,468,95.5,0,0,0,25.5,2.9,1.17
S31,1,3,Jun-25,175,8:25:00pm,8:50:00pm,25,11.27,24.5,23,88.3,1013.7,4,1013.7,26.2,22.4,17.1,436,95.8,0,0,0,24.4,1.5,1.174
S31,1,3,Jun-25,175,8:25:00pm,9:05:00pm,40,14.4,24.3,22.5,85.2,1013.9,7,1013.9,25.8,21.7,16.31,423,95.9,0,0,0,24.3,1.8,1.175
S31,1,3,Jun-25,175,8:25:00pm,9:20:00pm,55,17.3,23.4,21.6,85.7,1014.2,8,1014.2,24.6,20.8,15.48,384,96.3,4,2.6,0,23.3,1.8,1.18
S31,1,3,Jun-25,175,8:25:00pm,9:35:00pm,70,18.19,23.9,22.5,88.2,1014.3,10,1014.3,25.5,21.9,16.51,408,96.1,0,0,0,23.9,1.4,1.177
S31,1,3,Jun-25,175,8:25:00pm,9:50:00pm,85,18.55,23.5,22.1,89.4,1014.6,12,1014.6,24.9,21.6,16.27,386,96.3,0,0,0,23.4,1.4,1.18
S31,1,3,Jun-25,175,8:25:00pm,10:05:00pm,100,19.41,23.4,22.3,90.8,1014.4,11,1014.4,25,21.8,16.48,389,96.3,0,0,0,23.4,1.1,1.179
S31,1,3,Jun-25,175,8:25:00pm,10:20:00pm,115,19.63,23.4,22.3,91.2,1014.4,10,1014.4,24.9,21.9,16.51,387,96.3,0,0,0,23.3,1.1,1.18
S31,1,3,Jun-25,175,8:25:00pm,10:35:00pm,130,19.75,23.2,22.2,91.8,1014.3,10,1014.3,24.8,21.8,16.45,383,96.3,0,0,0,23.2,1,1.18
S31,1,3,Jul-02,182,8:24:00pm,8:34:00pm,10,,,,,,,,,,,,,,,,,,
S31,1,3,Jul-02,182,8:24:00pm,8:49:00pm,25,,,,,,,,,,,,,,,,,,
S31,1,3,Jul-02,182,8:24:00pm,9:04:00pm,40,,,,,,,,,,,,,,,,,,
S31,1,3,Jul-02,182,8:24:00pm,9:19:00pm,55,,,,,,,,,,,,,,,,,,
S31,1,3,Jul-02,182,8:24:00pm,9:34:00pm,70,,,,,,,,,,,,,,,,,,
S31,1,3,Jul-02,182,8:24:00pm,9:49:00pm,85,,,,,,,,,,,,,,,,,,
S31,1,3,Jul-02,182,8:24:00pm,10:04:00pm,100,,,,,,,,,,,,,,,,,,
S31,1,3,Jul-02,182,8:24:00pm,10:19:00pm,115,,,,,,,,,,,,,,,,,,
S31,1,3,Jul-02,182,8:24:00pm,10:34:00pm,130,,,,,,,,,,,,,,,,,,
S32,1,3,Jun-11,161,8:21:00pm,8:26:00pm,5,8.46,24.8,18.3,54.4,1013.3,2,1013.3,24.3,14.9,10.6,410,96.1,1,1.1,0.06,24.7,6.5,1.177
S32,1,3,Jun-11,161,8:21:00pm,8:41:00pm,20,10.7,21.1,17.4,69.7,1013.4,3,1013.4,21.3,15.3,10.89,284,97.2,0,0,0.04,21.1,3.7,1.191
S32,1,3,Jun-11,161,8:21:00pm,8:56:00pm,35,13.4,21.1,17.4,69.3,1013.6,4,1013.6,21.3,15.3,10.86,283,97.3,0,0,0.04,21.1,3.8,1.192
S32,1,3,Jun-11,161,8:21:00pm,9:11:00pm,50,15.95,19.3,16.7,76.8,1013.7,4,1013.7,19.2,15.2,10.75,217,97.9,0,0,0.04,19.3,2.6,1.199
S32,1,3,Jun-11,161,8:21:00pm,9:26:00pm,65,17.71,19.2,16.7,77.8,1013.9,6,1013.9,19,15.2,10.79,210,97.9,0,0,0.04,19.1,2.5,1.2
S32,1,3,Jun-11,161,8:21:00pm,9:41:00pm,80,18.75,19.5,16.9,77.2,1014,7,1014,19.4,15.4,10.9,219,97.9,0,0,0.04,19.4,2.6,1.199
S32,1,3,Jun-11,161,8:21:00pm,9:56:00pm,95,18.86,18.8,16.7,81.2,1014,7,1014,18.7,15.5,10.98,196,98.1,0,0,0.04,18.7,2.1,1.202
S32,1,3,Jun-11,161,8:21:00pm,10:11:00pm,110,18.76,18.5,16.6,83.3,1013.4,3,1013.4,18.5,15.6,11.09,193,98.1,2,1.6,0.06,18.5,1.9,1.202
S32,1,3,Jun-11,161,8:21:00pm,10:26:00pm,125,18.52,18.2,16.7,86.1,1013.3,1,1013.3,18.1,15.8,11.24,183,98.2,0,0,0.04,18.1,1.5,1.203
S32,1,3,Jun-18,168,8:23:00pm,8:28:00pm,5,8.1,23.2,21,82,1009.9,25,1009.9,24.2,19.9,14.69,415,96,3,2,0,23.1,2.2,1.176
S32,1,3,Jun-18,168,8:23:00pm,8:43:00pm,20,10.6,22.3,20.5,85.3,1010.1,24,1010.1,23.3,19.7,14.5,382,96.3,0,0,0,22.3,1.8,1.18
S32,1,3,Jun-18,168,8:23:00pm,8:58:00pm,35,13.54,21.6,20.3,88.1,1010.3,23,1010.3,22.5,19.6,14.37,356,96.6,4,3,0,21.6,1.4,1.183
S32,1,3,Jun-18,168,8:23:00pm,9:13:00pm,50,15.89,21.3,20.1,89.8,1010.7,19,1010.7,22.1,19.6,14.35,341,96.7,4,3.1,0,21.3,1.2,1.185
S32,1,3,Jun-18,168,8:23:00pm,9:28:00pm,65,17.78,21.3,20.1,90.2,1010.8,19,1010.8,22.1,19.6,14.36,337,96.8,7,4.9,0,21.2,1.2,1.185
S32,1,3,Jun-18,168,8:23:00pm,9:43:00pm,80,19.04,21.4,20.3,90.3,1010.6,19,1010.6,22.3,19.8,14.52,346,96.7,3,2.4,0,21.4,1.1,1.184
S32,1,3,Jun-18,168,8:23:00pm,9:58:00pm,95,19.55,21.4,20.2,90.2,1010.6,20,1010.6,22.2,19.7,14.47,343,96.7,2,1.6,0,21.3,1.2,1.185
S32,1,3,Jun-18,168,8:23:00pm,10:13:00pm,110,19.84,21.7,20.8,92.5,1010.3,22,1010.3,22.7,20.4,15.15,362,96.5,0,0,0,21.7,0.9,1.182
S32,1,3,Jun-18,168,8:23:00pm,10:28:00pm,125,19.71,21.1,20.2,92.6,1010.5,20,1010.5,21.9,19.8,14.57,335,96.8,3,2.2,0,21,0.9,1.186
S32,1,3,Jun-25,175,8:25:00pm,8:30:00pm,5,8.08,25,21.7,75,1013.6,4,1013.6,26,20.2,14.93,441,95.8,5,3.6,0,24.9,3.3,1.173
S32,1,3,Jun-25,175,8:25:00pm,8:45:00pm,20,10.38,23.9,22.1,86,1013.8,5,1013.8,25.3,21.4,16.06,409,96.1,0,0,0,23.9,1.8,1.177
S32,1,3,Jun-25,175,8:25:00pm,9:00:00pm,35,13.24,23.5,21.8,86.7,1014,7,1014,24.8,21.1,15.75,390,96.3,2,1.4,0,23.4,1.7,1.179
S32,1,3,Jun-25,175,8:25:00pm,9:15:00pm,50,16.63,23.4,22,88,1014.3,10,1014.3,24.8,21.4,15.98,387,96.3,0,0,0,23.4,1.4,1.18
S32,1,3,Jun-25,175,8:25:00pm,9:30:00pm,65,17.78,23.2,21.5,86,1014.2,10,1014.2,24.5,20.8,15.41,377,96.4,1,1.2,0,23.2,1.7,1.181
S32,1,3,Jun-25,175,8:25:00pm,9:45:00pm,80,18.62,23.3,21.7,87.6,1014.5,11,1014.5,24.7,21.1,15.77,380,96.4,0,0,0,23.3,1.6,1.18
S32,1,3,Jun-25,175,8:25:00pm,10:00:00pm,95,19.56,23.1,21.5,87.7,1014.4,11,1014.4,24.3,20.9,15.54,371,96.4,0,0,0,23,1.6,1.181
S32,1,3,Jun-25,175,8:25:00pm,10:15:00pm,110,19.35,23.2,22,90,1014.5,11,1014.5,24.6,21.4,16.09,377,96.4,0,0,0,23.1,1.2,1.181
S32,1,3,Jun-25,175,8:25:00pm,10:30:00pm,125,19.72,23.1,22.3,93.2,1014.4,10,1014.4,24.7,21.9,16.6,378,96.4,0,0,0,23.1,0.8,1.181
S32,1,3,Jul-02,182,8:24:00pm,8:29:00pm,5,,,,,,,,,,,,,,,,,,
S32,1,3,Jul-02,182,8:24:00pm,8:44:00pm,20,,,,,,,,,,,,,,,,,,
S32,1,3,Jul-02,182,8:24:00pm,8:59:00pm,35,,,,,,,,,,,,,,,,,,
S32,1,3,Jul-02,182,8:24:00pm,9:14:00pm,50,,,,,,,,,,,,,,,,,,
S32,1,3,Jul-02,182,8:24:00pm,9:29:00pm,65,,,,,,,,,,,,,,,,,,
S32,1,3,Jul-02,182,8:24:00pm,9:44:00pm,80,,,,,,,,,,,,,,,,,,
S32,1,3,Jul-02,182,8:24:00pm,9:59:00pm,95,,,,,,,,,,,,,,,,,,
S32,1,3,Jul-02,182,8:24:00pm,10:14:00pm,110,,,,,,,,,,,,,,,,,,
S32,1,3,Jul-02,182,8:24:00pm,10:29:00pm,125,,,,,,,,,,,,,,,,,,
S33,1,3,Jun-11,161,8:21:00pm,8:31:00pm,10,9.14,21,18,75.2,1013.3,2,1013.3,21.3,16.4,11.67,285,97.2,2,1.4,0.05,20.9,3,1.191
S33,1,3,Jun-11,161,8:21:00pm,8:46:00pm,25,11.43,21.1,17.7,72.1,1013.7,5,1013.7,21.3,15.8,11.25,282,97.3,0,0,0.04,21,3.4,1.192
S33,1,3,Jun-11,161,8:21:00pm,9:01:00pm,40,14.08,19.8,17.6,80.6,1013.6,4,1013.6,20,16.4,11.64,241,97.7,0,0,0.03,19.8,2.2,1.196
S33,1,3,Jun-11,161,8:21:00pm,9:16:00pm,55,16.39,18.5,16.4,81.5,1014,7,1014,18.3,15.2,10.82,185,98.2,0,0,0.04,18.4,2.1,1.203
S33,1,3,Jun-11,161,8:21:00pm,9:31:00pm,70,18.1,18.6,16.4,80.3,1013.9,7,1013.9,18.3,15.1,10.74,188,98.2,0,0,0.05,18.5,2.2,1.202
S33,1,3,Jun-11,161,8:21:00pm,9:46:00pm,85,18.84,18.5,16.5,81.8,1014.3,10,1014.3,18.4,15.4,10.89,183,98.2,0,0,0.04,18.5,2,1.203
S33,1,3,Jun-11,161,8:21:00pm,10:01:00pm,100,18.86,18.6,16.5,81.7,1013.6,4,1013.6,18.5,15.4,10.94,194,98.1,0,0,0.04,18.6,2.1,1.202
S33,1,3,Jun-11,161,8:21:00pm,10:16:00pm,115,18.75,18.4,16.6,84.3,1014.1,8,1014.1,18.3,15.7,11.14,182,98.2,0,0,0.04,18.3,1.8,1.203
S33,1,3,Jun-11,161,8:21:00pm,10:31:00pm,130,,,,,,,,,,,,,,,,,,
S33,1,3,Jun-18,168,8:23:00pm,8:33:00pm,10,8.93,22.6,20.7,84.8,1010.1,24,1010.1,23.5,19.9,14.61,391,96.2,0,0,0,22.5,1.9,1.179
S33,1,3,Jun-18,168,8:23:00pm,8:48:00pm,25,11.33,22,20.5,88.2,1010.1,24,1010.1,22.9,19.9,14.68,371,96.4,2,1.5,0,21.9,1.5,1.181
S33,1,3,Jun-18,168,8:23:00pm,9:03:00pm,40,13.97,21.5,20.3,89.7,1010.3,23,1010.3,22.2,19.7,14.48,351,96.6,5,3.5,0,21.4,1.2,1.184
S33,1,3,Jun-18,168,8:23:00pm,9:18:00pm,55,16.74,21.2,20.1,90.3,1010.6,19,1010.5,22.1,19.6,14.35,338,96.7,2,1.4,0,21.2,1.1,1.185
S33,1,3,Jun-18,168,8:23:00pm,9:33:00pm,70,18.13,21.6,20.6,91,1010.6,19,1010.6,22.6,20.1,14.8,354,96.6,0,0,0,21.6,1,1.183
S33,1,3,Jun-18,168,8:23:00pm,9:48:00pm,85,19.34,21.3,20.2,90.8,1010.6,19,1010.6,22.1,19.7,14.47,341,96.7,0,0,0,21.2,1.1,1.185
S33,1,3,Jun-18,168,8:23:00pm,10:03:00pm,100,19.53,21.2,20.3,92.3,1010.6,19,1010.6,22,19.9,14.63,338,96.7,0,0,0,21.1,0.9,1.185
S33,1,3,Jun-18,168,8:23:00pm,10:18:00pm,115,19.78,21.6,20.4,89.9,1010.4,21,1010.4,22.5,19.9,14.63,355,96.6,0,0,0,21.6,1.2,1.183
S33,1,3,Jun-18,168,8:23:00pm,10:33:00pm,130,19.7,21.3,20.3,91.8,1010.4,21,1010.4,22.2,19.9,14.66,344,96.7,3,2,0,21.3,1,1.185
S33,1,3,Jun-25,175,8:25:00pm,8:25:00pm,0,7.56,24.1,21.8,82.3,1013.7,4,1013.7,25.3,20.9,15.5,411,96.1,0,0,0,24,2.2,1.177
S33,1,3,Jun-25,175,8:25:00pm,8:40:00pm,15,9.4,24.1,22,83.2,1013.8,5,1013.8,25.5,21.1,15.75,415,96,0,0,0,24.1,2.1,1.176
S33,1,3,Jun-25,175,8:25:00pm,8:55:00pm,30,12.19,23.8,22.8,92.2,1014.5,11,1014.5,25.5,22.4,17.09,403,96.1,0,0,0,23.7,1,1.178
S33,1,3,Jun-25,175,8:25:00pm,9:10:00pm,45,15.96,23.2,21.9,89.4,1013.8,6,1013.8,24.6,21.4,16.02,384,96.3,0,0,0,23.2,1.3,1.18
S33,1,3,Jun-25,175,8:25:00pm,9:25:00pm,60,17.33,23.2,21.4,85.2,1014.3,10,1014.3,24.3,20.6,15.21,374,96.4,3,2.1,0,23.1,1.8,1.181
S33,1,3,Jun-25,175,8:25:00pm,9:40:00pm,75,18.64,23.1,21.7,88.5,1014.3,10,1014.3,24.5,21.1,15.76,375,96.4,0,0,0,23.1,1.4,1.181
S33,1,3,Jun-25,175,8:25:00pm,9:55:00pm,90,19.11,23.3,22,89.6,1014.5,12,1014.5,24.8,21.5,16.13,381,96.3,0,0,0,23.3,1.3,1.18
S33,1,3,Jun-25,175,8:25:00pm,10:10:00pm,105,19.41,23,21.5,87.8,1014.6,13,1014.6,24.2,20.9,15.48,366,96.5,0,0,0,22.9,1.5,1.182
S33,1,3,Jun-25,175,8:25:00pm,10:25:00pm,120,19.66,23.2,21.8,89.3,1014.5,12,1014.5,24.5,21.3,15.93,375,96.4,0,0,0,23.1,1.4,1.181
S33,1,3,Jul-02,182,8:24:00pm,8:24:00pm,0,,,,,,,,,,,,,,,,,,
S33,1,3,Jul-02,182,8:24:00pm,8:39:00pm,15,,,,,,,,,,,,,,,,,,
S33,1,3,Jul-02,182,8:24:00pm,8:54:00pm,30,,,,,,,,,,,,,,,,,,
S33,1,3,Jul-02,182,8:24:00pm,9:09:00pm,45,,,,,,,,,,,,,,,,,,
S33,1,3,Jul-02,182,8:24:00pm,9:24:00pm,60,,,,,,,,,,,,,,,,,,
S33,1,3,Jul-02,182,8:24:00pm,9:39:00pm,75,,,,,,,,,,,,,,,,,,
S33,1,3,Jul-02,182,8:24:00pm,9:54:00pm,90,,,,,,,,,,,,,,,,,,
S33,1,3,Jul-02,182,8:24:00pm,10:09:00pm,105,,,,,,,,,,,,,,,,,,
S33,1,3,Jul-02,182,8:24:00pm,10:24:00pm,120,,,,,,,,,,,,,,,,,,
W11,2,1,Jun-13,163,8:22:00pm,8:22:00pm,0,8.63,17.9,13.1,58.1,1017.3,36,1017.3,16.5,9.6,7.38,110,98.9,5,3.4,0.17,17.9,4.8,1.212
W11,2,1,Jun-13,163,8:22:00pm,8:37:00pm,15,10.49,18.1,12.9,55,1017.4,36,1017.4,16.6,9,7.08,114,98.9,0,0,0.09,18.1,5.2,1.211
